"","X","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"21",20,0.638,0.803,9,-5.138,0,0.256,0.442,0.000157,0.652,0.351,121.919,"audio_features","6WDPliDYxY80TPzCLHucVG","spotify:track:6WDPliDYxY80TPzCLHucVG","https://api.spotify.com/v1/tracks/6WDPliDYxY80TPzCLHucVG","https://api.spotify.com/v1/audio-analysis/6WDPliDYxY80TPzCLHucVG",147541,4
"22",21,0.844,0.688,1,-7.879,0,0.049,0.0129,5.39e-05,0.0492,0.695,124.992,"audio_features","5xKJI9aPQhuTdTq8BrJ8fL","spotify:track:5xKJI9aPQhuTdTq8BrJ8fL","https://api.spotify.com/v1/tracks/5xKJI9aPQhuTdTq8BrJ8fL","https://api.spotify.com/v1/audio-analysis/5xKJI9aPQhuTdTq8BrJ8fL",185662,4
"23",22,0.583,0.804,6,-4.933,0,0.0349,0.00183,0.215,0.137,0.0711,122.993,"audio_features","2GC5NPvRo3NmOI2TjmrMq2","spotify:track:2GC5NPvRo3NmOI2TjmrMq2","https://api.spotify.com/v1/tracks/2GC5NPvRo3NmOI2TjmrMq2","https://api.spotify.com/v1/audio-analysis/2GC5NPvRo3NmOI2TjmrMq2",193171,4
"24",23,0.72,0.807,0,-5.494,0,0.058,0.119,0.0415,0.102,0.659,125.042,"audio_features","33MryBXt7Zc7lO8aWLKPvF","spotify:track:33MryBXt7Zc7lO8aWLKPvF","https://api.spotify.com/v1/tracks/33MryBXt7Zc7lO8aWLKPvF","https://api.spotify.com/v1/audio-analysis/33MryBXt7Zc7lO8aWLKPvF",226560,4
"25",24,0.748,0.88,9,-4.458,1,0.144,0.00426,0.00013,0.079,0.0717,126.007,"audio_features","1AhJvwSNM0VcQClYZkpyZd","spotify:track:1AhJvwSNM0VcQClYZkpyZd","https://api.spotify.com/v1/tracks/1AhJvwSNM0VcQClYZkpyZd","https://api.spotify.com/v1/audio-analysis/1AhJvwSNM0VcQClYZkpyZd",190319,4
"26",25,0.57,0.841,1,-4.517,1,0.0339,0.0464,0.00372,0.122,0.166,120.089,"audio_features","5vGCHW5XziQHlL0ALOuIyP","spotify:track:5vGCHW5XziQHlL0ALOuIyP","https://api.spotify.com/v1/tracks/5vGCHW5XziQHlL0ALOuIyP","https://api.spotify.com/v1/audio-analysis/5vGCHW5XziQHlL0ALOuIyP",178000,4
"27",26,0.792,0.702,2,-7.362,0,0.0476,0.0655,1.71e-06,0.101,0.272,125.179,"audio_features","6fKNqD073GoAQwpY7xyWVK","spotify:track:6fKNqD073GoAQwpY7xyWVK","https://api.spotify.com/v1/tracks/6fKNqD073GoAQwpY7xyWVK","https://api.spotify.com/v1/audio-analysis/6fKNqD073GoAQwpY7xyWVK",140160,4
"28",27,0.614,0.837,7,-7.443,0,0.0526,0.00885,0.0122,0.122,0.224,124.05,"audio_features","48uWbGk7euNmBYLJu7Uq6T","spotify:track:48uWbGk7euNmBYLJu7Uq6T","https://api.spotify.com/v1/tracks/48uWbGk7euNmBYLJu7Uq6T","https://api.spotify.com/v1/audio-analysis/48uWbGk7euNmBYLJu7Uq6T",225968,4
"29",28,0.756,0.824,3,-4.422,0,0.0397,0.315,2.12e-05,0.137,0.486,123.986,"audio_features","55QiyxSKStXrVhS4vUA6jA","spotify:track:55QiyxSKStXrVhS4vUA6jA","https://api.spotify.com/v1/tracks/55QiyxSKStXrVhS4vUA6jA","https://api.spotify.com/v1/audio-analysis/55QiyxSKStXrVhS4vUA6jA",146129,4
"30",29,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features","6f3Slt0GbA2bPZlz0aIFXN","spotify:track:6f3Slt0GbA2bPZlz0aIFXN","https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN","https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN",164000,4
"31",30,0.635,0.908,6,-8.018,1,0.0631,0.118,0.00463,0.0816,0.396,124.857,"audio_features","7LkyA8YdzTjEwW9Gjx8OS8","spotify:track:7LkyA8YdzTjEwW9Gjx8OS8","https://api.spotify.com/v1/tracks/7LkyA8YdzTjEwW9Gjx8OS8","https://api.spotify.com/v1/audio-analysis/7LkyA8YdzTjEwW9Gjx8OS8",159360,4
"32",31,0.691,0.907,5,-5.58,1,0.0941,0.112,0.04,0.273,0.241,125.009,"audio_features","4FoLh6KvnpHkHu6LXA4ZSH","spotify:track:4FoLh6KvnpHkHu6LXA4ZSH","https://api.spotify.com/v1/tracks/4FoLh6KvnpHkHu6LXA4ZSH","https://api.spotify.com/v1/audio-analysis/4FoLh6KvnpHkHu6LXA4ZSH",144000,4
"33",32,0.673,0.837,6,-5.324,1,0.0983,0.0469,1.69e-05,0.109,0.446,124.985,"audio_features","27cOULnIkVv1nFDmTZECkE","spotify:track:27cOULnIkVv1nFDmTZECkE","https://api.spotify.com/v1/tracks/27cOULnIkVv1nFDmTZECkE","https://api.spotify.com/v1/audio-analysis/27cOULnIkVv1nFDmTZECkE",168990,3
"34",33,0.719,0.844,5,-4.434,0,0.0268,0.0164,1.71e-05,0.297,0.212,117.979,"audio_features","7f3hn2t4gOyRhMTNi7sgiY","spotify:track:7f3hn2t4gOyRhMTNi7sgiY","https://api.spotify.com/v1/tracks/7f3hn2t4gOyRhMTNi7sgiY","https://api.spotify.com/v1/audio-analysis/7f3hn2t4gOyRhMTNi7sgiY",147458,4
"35",34,0.601,0.793,11,-5.967,0,0.104,0.0719,0,0.113,0.588,124.003,"audio_features","1UjtcV7q5PFKpu11ZP7Tgj","spotify:track:1UjtcV7q5PFKpu11ZP7Tgj","https://api.spotify.com/v1/tracks/1UjtcV7q5PFKpu11ZP7Tgj","https://api.spotify.com/v1/audio-analysis/1UjtcV7q5PFKpu11ZP7Tgj",147097,4
"36",35,0.611,0.691,8,-7.215,1,0.0491,0.216,0,0.0809,0.579,124.966,"audio_features","68MZHJWzSyy5GMZFzifgQ2","spotify:track:68MZHJWzSyy5GMZFzifgQ2","https://api.spotify.com/v1/tracks/68MZHJWzSyy5GMZFzifgQ2","https://api.spotify.com/v1/audio-analysis/68MZHJWzSyy5GMZFzifgQ2",191520,4
